"Sub1","Sub2","Sub3","Sub4","Sub5","Sub6","Sub7","Sub8","Sub9","Sub10","Sub11","Sub12","Sub13","Sub14","Sub15","Sub16","Sub17","Sub18","Sub19","Sub20","Sub21","Sub22","Sub23","Sub24","Sub25","Sub26","Sub27","Sub28","Sub29","Sub30"
0.902818010362119,0.75378858782296,0.708764733848413,0.705181780492576,0.794140002641737,0.783789450929732,0.549797292834534,0.729500215549464,0.672771594003651,0.842025466098548,0.788388575925683,0.805952049857918,0.724645323764414,0.750371288401663,0.788195540220193,0.686820495625723,0.540713574552192,0.776154078539958,0.761708437911551,0.821558407903692,0.763962757619248,0.765628564329688,0.752941545108698,0.699836514851743,0.700016263682238,0.756250620290113,0.749981348600278,0.7891970429766,0.635265731834508,0.759090237267431
0.828994870380259,0.922350951122985,0.712147146792579,0.830036398532873,0.850021090565494,0.848327743644724,0.690369398864343,0.844926718029137,0.738206852564299,0.837318977538864,0.875547300497725,0.792850846226154,0.827765363868755,0.823479582614251,0.828902449167468,0.819037323085188,0.577398387584369,0.826366182339544,0.824137058551004,0.871552829871715,0.84177776166446,0.827839328405465,0.877071089702056,0.826789413768527,0.662909711051105,0.754159808366054,0.846213960806089,0.842304628300812,0.639622268493672,0.809796979337087
0.717259347347125,0.683837001296367,0.861441577644551,0.671678529655079,0.683987317437474,0.717296634486334,0.578538511643403,0.640407432020239,0.756020261330345,0.765951054392957,0.71953011376396,0.64814620320177,0.704845725326258,0.693592985138863,0.715980263754676,0.653118819548814,0.653027193913557,0.727046599919974,0.647901621987151,0.733083504277156,0.753517854644369,0.659381927185084,0.715889431729126,0.629832736301309,0.681567519888219,0.723124109347918,0.771035024043151,0.771150900210011,0.67274888179074,0.666762665708702
0.5740719175265,0.640724332788011,0.572253968860599,0.803740261983921,0.638860842372016,0.691983755098715,0.679202625379567,0.622826237178171,0.541524805152286,0.564264331126501,0.589537641754397,0.539407836174353,0.640307503642193,0.527697412671519,0.630329320045295,0.601917286255641,0.417710256499243,0.66979218423263,0.600972543945711,0.629553743345881,0.646974964626009,0.620591818418097,0.589977541452285,0.555073667587111,0.685447181962233,0.693398512407002,0.639684879694951,0.645856078027859,0.427931612927007,0.560869463501253
0.817042373160366,0.812089473111794,0.733649121178525,0.812865829519901,0.925106216553834,0.852085764906099,0.658052097357364,0.781896615561468,0.687407042160148,0.840273487409001,0.840835955029687,0.826413394407282,0.836843641978454,0.778734323859483,0.805831419655305,0.727115146967151,0.551468271742609,0.836163631430939,0.779751585930843,0.850135445201132,0.826489176309053,0.787405071919531,0.80273647089343,0.764708464598893,0.742022754367433,0.782585300682344,0.805886296752315,0.816072096769016,0.639395053314244,0.794384229531797
0.685530499533417,0.793407887508544,0.702819177723002,0.805429465472904,0.759385062405294,0.875133621624691,0.742404570383124,0.806047344547638,0.742588957050055,0.728040754650838,0.77479302950999,0.655178293737971,0.771707599651993,0.750486497670255,0.780447903517988,0.835795095590411,0.636351226053558,0.810856652183282,0.760686050354722,0.789254543763384,0.776068034294506,0.795113256690167,0.831987594093429,0.809885143279769,0.637613680951457,0.783561126665349,0.803154262114061,0.792219188825993,0.513457963729655,0.723846107955411
0.788845943898379,0.841994983646518,0.695845735719916,0.781601424033748,0.837478636445478,0.83291200671384,0.77172755624789,0.823201405343085,0.74033777913043,0.833175802580579,0.824699335838925,0.75376528933314,0.803691683413417,0.819157532435865,0.830085826429563,0.802980928136308,0.700993609277539,0.833542306776699,0.808515616714317,0.835436302760965,0.836779095972809,0.793455531742034,0.872156216673728,0.799341146140774,0.603930523546065,0.752881987436891,0.863193667463522,0.829989241029886,0.612465976682868,0.778877698097675
0.817646624137623,0.847728585900684,0.701730724329285,0.826287959770176,0.880243122805309,0.867851020045957,0.705843814085024,0.886804183766354,0.712298964636052,0.852925676836773,0.876489712774637,0.796676700682508,0.849082815515318,0.837631264645228,0.858256712828608,0.782832739020466,0.635687709656743,0.844516310943865,0.821248131531369,0.874465611146994,0.834375632205899,0.82451063838262,0.875097846497212,0.806360121452132,0.709857088820974,0.777184855200895,0.845403198194123,0.834767306568131,0.653457207915534,0.810339254522312
0.527718374316715,0.558116130210505,0.614319929009298,0.514712695513505,0.604440415948662,0.633747430571842,0.544813719808436,0.569502531214461,0.616886074188035,0.576467697072846,0.556315081452689,0.515896776668261,0.561778834485777,0.468838068780043,0.57927874634115,0.531899550141557,0.520634219992996,0.634045725410715,0.631012401112444,0.578395705988661,0.593056904745089,0.613167690490842,0.541102587713952,0.55293121834798,0.58677038640116,0.662839992576505,0.566082787649477,0.558569725315972,0.379730067063526,0.477489035801949
0.844845247803949,0.757593311291691,0.733612181798589,0.707475601162352,0.822614380244704,0.796820303013649,0.560729702073787,0.724523006402767,0.692447171161709,0.917541988551658,0.81037202155441,0.827351187584768,0.765033928606878,0.756414953192102,0.754991317420634,0.666763534370421,0.561302352022383,0.783482346979841,0.749685700059272,0.819905869202571,0.785130056933727,0.774831228360201,0.765626043035129,0.716117404217647,0.686558914228261,0.753513485629324,0.756936404472016,0.821398548528877,0.659723206527572,0.74906107151141
