"Sub1","Sub2","Sub3","Sub4","Sub5","Sub6","Sub7","Sub8","Sub9","Sub10","Sub11","Sub12","Sub13","Sub14","Sub15","Sub16","Sub17","Sub18","Sub19","Sub20","Sub21","Sub22","Sub23","Sub24","Sub25","Sub26","Sub27","Sub28","Sub29","Sub30"
0.864223657968233,0.461822722281504,0.627791561009728,0.439772854634059,0.558519823987809,0.505375403273125,0.603199431776168,0.531491617854809,0.590243119726241,0.59401706181652,0.5993098602608,0.431441834052161,0.58887848666126,0.511799415003612,0.519559478095428,0.534095351811879,0.531405586684835,0.634557596955101,0.477234413953576,0.53805818493491,0.564725834225277,0.552693294771638,0.615861411164128,0.507604715669016,0.411934016578422,0.448012665638692,0.623510779165687,0.52310855733537,0.439968924196184,0.365715270545623
0.662083702967842,0.738491904415142,0.609177594666965,0.476052358637683,0.664156584957273,0.576727062624777,0.675776560322929,0.67060306850575,0.626153469953266,0.537110551205783,0.65619104756902,0.476169308129033,0.641437780525853,0.575820469660095,0.524980190964764,0.545982668952399,0.481248207091768,0.642607334592511,0.585331281188688,0.639822108072623,0.617289621229936,0.646281387641921,0.680493451064622,0.45716602068018,0.501256128834357,0.519252511319573,0.639868014878715,0.54142082876648,0.497008224724478,0.562032746507655
0.618291113016131,0.57273842706645,0.632259225575549,0.567157707093499,0.536890011724477,0.572283437181105,0.600526559733209,0.594798248831451,0.675032137390475,0.618231073359671,0.552333777505455,0.471694866358052,0.673133040943108,0.599911076169922,0.49840110258234,0.473842159973267,0.570408737077825,0.650467824016072,0.63836733836039,0.640985168885221,0.610969446535984,0.52231157214549,0.638759903487563,0.61835254487434,0.534368351445813,0.572548286318353,0.73148139364055,0.523925672984808,0.452381103909077,0.493004593485392
0.464787591692348,0.372425255480161,0.44913208137408,0.563029568488952,0.380478216891969,0.512005188914593,0.521934150676525,0.434778121100679,0.424400412594773,0.350720707462805,0.429652564268199,-0.0280686874897121,0.373275537361502,0.276054998187736,0.553327041561413,0.557316340257079,0.495309833187518,0.534329517185924,0.375032171428565,0.334266812373568,0.452769348797494,0.477087842174253,0.489552220511756,0.287233651965417,0.312537564194516,0.342469836033878,0.320737609299129,0.495177935543495,0.202805090948358,0.191816808200032
0.629592438573948,0.536163760480262,0.560680339960991,0.605618808539936,0.738931988041454,0.617880663121628,0.594476725319745,0.646787301630369,0.665539199960404,0.584946694524722,0.593436882670249,0.476197583578936,0.698524243239274,0.605498195965609,0.564420013813492,0.499199914880113,0.46634241821326,0.654290078057859,0.620650267300513,0.606418200997485,0.698943593345253,0.611234042787997,0.70805729399645,0.612424615128301,0.487226430241319,0.477427647807053,0.658682291333194,0.65222166421033,0.501312278656643,0.601565717175751
0.621658778305009,0.558139637568871,0.48835344172056,0.565593035438224,0.593621192784576,0.832975314471563,0.642064877988687,0.633810999913695,0.613373743902545,0.483858019322554,0.50521250176829,0.260102006555222,0.587620925765483,0.373582621516879,0.58950911727158,0.68205740368787,0.513752276474937,0.720556141512526,0.581015543581621,0.533438128049926,0.587785991473346,0.628696088587575,0.714794106170267,0.495115773339273,0.50279180749631,0.449240151057584,0.531297546812748,0.541169050080866,0.313321094844629,0.461238847381072
0.658742621633964,0.628925029722726,0.515858550717043,0.621022958909999,0.666201914261165,0.693397078155023,0.795491799241847,0.760710211165834,0.732391212519725,0.623501903889526,0.65519529766512,0.54442474415042,0.733766157051354,0.562537467130605,0.613442442847104,0.635052047966032,0.525595973527648,0.720584780216496,0.624550260501953,0.64917877428757,0.65865396335895,0.696881978336463,0.776095728594726,0.598603492145364,0.643823759850835,0.574078365676573,0.691899336422807,0.537891817314567,0.414576649611955,0.622959611350744
0.527581525549908,0.47864216605161,0.409738775579764,0.604903701099226,0.531993653480107,0.570280108749683,0.522842248998188,0.733798543782304,0.582863910474381,0.532858058894778,0.505684803856097,0.539527038981968,0.637538331451678,0.594279616499145,0.507309504537273,0.42506396318832,0.441725304505291,0.568174458204959,0.546568995832564,0.598779424426717,0.614154507615962,0.474259714200747,0.615338831544116,0.621095630261472,0.499435384391894,0.456885009296702,0.699705271845349,0.479410459283976,0.449692760972189,0.532794337773575
0.357412660548417,0.396980926270079,0.208921204811001,0.202071102867139,0.298458683514061,0.328456137157154,0.33680681995426,0.261436149813226,0.481269153146759,0.154538784278548,0.123134058863699,0.210471582059435,0.265814448167272,0.101437766104991,0.247557052995194,0.403853915744513,0.135465123854007,0.318830723058686,0.407332206883534,0.143746312154327,0.24491004407915,0.359201218731969,0.334704465985948,0.185450626224249,0.281074273955628,0.198345378599764,0.253311246718449,0.386509237079492,0.172405920009534,0.111354607209155
0.617644442654295,0.583330013345558,0.587665963474081,0.578471774457605,0.689478983099895,0.698480734565631,0.635158643301094,0.636891810082493,0.634156371124769,0.866836904083984,0.647197489842002,0.465373427830503,0.64864461254378,0.679558405125724,0.699099219803637,0.517782782653498,0.639870960194293,0.694003386000984,0.592684712008798,0.579999272876279,0.667642530682886,0.578755381704205,0.664482866794599,0.622642404735306,0.601612330488414,0.536370516296808,0.71925918394234,0.668446465655662,0.438934955362907,0.430545678938078
